marka,kategori,ebat,urun_kodu,desen,liste_fiyati,perakende_fiyati
BRIDGESTONE,YAZ,285/35R19,511100,POTENZA SPORT,23373.0,23373.0
BRIDGESTONE,YAZ,275/35R19,519922,T005 RFT,22064.0,22064.0
BRIDGESTONE,YAZ,265/35R19,511043,POTENZA SPORT,22714.0,22714.0
BRIDGESTONE,YAZ,255/35R19,519983,TURANZA 6,15330.0,15330.0
BRIDGESTONE,4 MEVSIM,255/35R19,519882,TURANZA ALL SEASON 6,16481.0,16481.0
BRIDGESTONE,YAZ,255/35R19,511422,T005 RFT,20189.0,20189.0
BRIDGESTONE,YAZ,245/35R19,511083,POTENZA SPORT,16768.0,16768.0
BRIDGESTONE,YAZ,235/35R19,519426,TURANZA 6,14512.0,14512.0
BRIDGESTONE,YAZ,235/35R19,519005,T005,14230.0,14230.0
BRIDGESTONE,YAZ,235/35R19,548002,POTENZA SPORT,14785.0,14785.0
BRIDGESTONE,YAZ,225/35R19,519892,TURANZA 6,14415.0,14415.0
BRIDGESTONE,YAZ,225/35R19,518989,S001 RFT,17476.0,17476.0
BRIDGESTONE,YAZ,285/40R19,511164,POTENZA SPORT,24413.0,24413.0
BRIDGESTONE,YAZ,275/40R19,519985,TURANZA 6,19113.0,19113.0
BRIDGESTONE,4 MEVSIM,275/40R19,545133,TURANZA ALL SEASON 6,19812.0,19812.0
BRIDGESTONE,YAZ,275/40R19,511098,POTENZA SPORT,19432.0,19432.0
BRIDGESTONE,YAZ,275/40R19,519639,S001 EXT,23223.0,23223.0
BRIDGESTONE,YAZ,275/40R19,519699,S001 RFT,23223.0,23223.0
BRIDGESTONE,YAZ,265/40R19,511197,POTENZA SPORT,23068.0,23068.0
BRIDGESTONE,YAZ,255/40R19,519984,TURANZA 6,16782.0,16782.0
BRIDGESTONE,4 MEVSIM,255/40R19,518992,TURANZA ALL SEASON 6,17392.0,17392.0
BRIDGESTONE,4 MEVSIM,255/40R19,548032,TURANZA ALL SEASON 6,17392.0,17392.0
BRIDGESTONE,YAZ,255/40R19,511063,POTENZA SPORT,17096.0,17096.0
BRIDGESTONE,YAZ,245/40R19,611536,TURANZA 6,15298.0,15298.0
BRIDGESTONE,4 MEVSIM,245/40R19,545126,TURANZA ALL SEASON 6,16906.0,16906.0
BRIDGESTONE,YAZ,245/40R19,519008,T005 RFT,17259.0,17259.0
BRIDGESTONE,YAZ,235/40R19,519315,TURANZA 6,16211.0,16211.0
BRIDGESTONE,4 MEVSIM,235/40R19,519880,TURANZA ALL SEASON 6,18587.0,18587.0
BRIDGESTONE,YAZ,225/40R19,519979,TURANZA 6,16768.0,16768.0
BRIDGESTONE,YAZ,225/40R19,522306,TURANZA 6,16768.0,16768.0
BRIDGESTONE,YAZ,225/40R19,519003,T005 RFT,18752.0,18752.0
BRIDGESTONE,4 MEVSIM,225/40R19,519679,TURANZA ALL SEASON 6,18018.0,18018.0
BRIDGESTONE,YAZ,225/40R19,511071,POTENZA SPORT,17087.0,17087.0
BRIDGESTONE,YAZ,255/45R19,572717,TURANZA 6,17988.0,17988.0
BRIDGESTONE,YAZ,255/45R19,528483,TURANZA 6,18347.0,18347.0
BRIDGESTONE,YAZ,255/45R19,531507,TURANZA 6,18347.0,18347.0
BRIDGESTONE,4 MEVSIM,255/45R19,519883,TURANZA ALL SEASON 6,18398.0,18398.0
BRIDGESTONE,YAZ,255/45R19,511089,POTENZA SPORT,18217.0,18217.0
BRIDGESTONE,YAZ,245/45R19,611539,TURANZA 6,16603.0,16603.0
BRIDGESTONE,4 MEVSIM,245/45R19,516400,TURANZA ALL SEASON 6,18041.0,18041.0
BRIDGESTONE,YAZ,245/45R19,527105,TURANZA 6 ,21442.0,21442.0
BRIDGESTONE,YAZ,245/45R19,519296,S001 EXT,21021.0,21021.0
BRIDGESTONE,YAZ,245/45R19,519297,S001 RFT,21021.0,21021.0
BRIDGESTONE,YAZ,235/45R19,519978,TURANZA 6,16671.0,16671.0
BRIDGESTONE,4 MEVSIM,235/45R19,519881,TURANZA ALL SEASON 6,20287.0,20287.0
BRIDGESTONE,YAZ,225/45R19,519543,S001 RFT,18111.0,18111.0
BRIDGESTONE,YAZ,245/50R19,519425,TURANZA 6,16909.0,16909.0
BRIDGESTONE,YAZ,175/60R19,521126,EP500,14537.0,14537.0
BRIDGESTONE,YAZ,155/70R19,521125,EP500,11131.0,11131.0
BRIDGESTONE,YAZ,285/35R18,511099,POTENZA SPORT,18970.0,18970.0
BRIDGESTONE,YAZ,285/35R18,517720,S001,18593.0,18593.0
BRIDGESTONE,YAZ,285/35R18,519224,S001 EXT,21990.0,21990.0
BRIDGESTONE,YAZ,275/35R18,511079,POTENZA SPORT,18737.0,18737.0
BRIDGESTONE,YAZ,265/35R18,514454,TURANZA 6,15425.0,15425.0
BRIDGESTONE,YAZ,255/35R18,519314,TURANZA 6,13733.0,13733.0
BRIDGESTONE,YAZ,255/35R18,511195,POTENZA SPORT,13965.0,13965.0
BRIDGESTONE,YAZ,245/35R18,518776,S001 RFT,17261.0,17261.0
BRIDGESTONE,YAZ,275/40R18,511070,POTENZA SPORT,21732.0,21732.0
BRIDGESTONE,YAZ,275/40R18,518119,ER300-RFT,23753.0,23753.0
BRIDGESTONE,YAZ,265/40R18,511078,POTENZA SPORT,17482.0,17482.0
BRIDGESTONE,YAZ,255/40R18,511248,T005 EXT,19256.0,19256.0
BRIDGESTONE,YAZ,255/40R18,518033,T005 RFT,19256.0,19256.0
BRIDGESTONE,YAZ,255/40R18,511076,POTENZA SPORT,17417.0,17417.0
BRIDGESTONE,YAZ,255/40R18,518978,S001 EXT,19256.0,19256.0
BRIDGESTONE,YAZ,245/40R18,610110,TURANZA 6,11237.0,11237.0
BRIDGESTONE,YAZ,245/40R18,512036,POTENZA SPORT,11450.0,11450.0
BRIDGESTONE,YAZ,245/40R18,511005,T005 EXT,13253.0,13253.0
BRIDGESTONE,4 MEVSIM,245/40R18,619028,TURANZA ALL SEASON 6,12518.0,12518.0
BRIDGESTONE,YAZ,245/40R18,519887,S001 EXT,12880.0,12880.0
BRIDGESTONE,YAZ,245/40R18,619008,T005 DRIVEGUARD,11670.0,11670.0
BRIDGESTONE,YAZ,235/40R18,519890,TURANZA 6,10890.0,10890.0
BRIDGESTONE,4 MEVSIM,235/40R18,545125,TURANZA ALL SEASON 6,12365.0,12365.0
BRIDGESTONE,YAZ,225/40R18,611515,TURANZA 6,8103.0,8103.0
BRIDGESTONE,YAZ,225/40R18,510070,T005,7945.0,7945.0
BRIDGESTONE,4 MEVSIM,225/40R18,619024,TURANZA ALL SEASON 6,9117.0,9117.0
BRIDGESTONE,YAZ,225/40R18,511540,T005 RFT,10143.0,10143.0
BRIDGESTONE,YAZ,225/40R18,529094,T001 EXT,9923.0,9923.0
BRIDGESTONE,YAZ,225/40R18,619003,T005 DRIVEGUARD,8487.0,8487.0
BRIDGESTONE,YAZ,215/40R18,519876,POTENZA SPORT,12963.0,12963.0
BRIDGESTONE,YAZ,275/45R18,511059,POTENZA SPORT,20325.0,20325.0
BRIDGESTONE,YAZ,265/45R18,511058,POTENZA SPORT,22155.0,22155.0
BRIDGESTONE,YAZ,255/45R18,519982,TURANZA 6,14945.0,14945.0
BRIDGESTONE,YAZ,245/45R18,610888,TURANZA 6,12114.0,12114.0
BRIDGESTONE,4 MEVSIM,245/45R18,619029,TURANZA ALL SEASON 6,13354.0,13354.0
BRIDGESTONE,YAZ,245/45R18,519284,ER300-RFT,14309.0,14309.0
BRIDGESTONE,YAZ,245/45R18,519785,T005 RFT,14961.0,14961.0
BRIDGESTONE,YAZ,245/45R18,619009,T005 DRIVEGUARD,13414.0,13414.0
BRIDGESTONE,YAZ,235/45R18,518993,TURANZA 6,13379.0,13379.0
BRIDGESTONE,YAZ,235/45R18,610883,TURANZA 6,13405.0,13405.0
BRIDGESTONE,4 MEVSIM,235/45R18,619027,TURANZA ALL SEASON 6,14251.0,14251.0
BRIDGESTONE,YAZ,225/45R18,610881,TURANZA 6,12538.0,12538.0
BRIDGESTONE,YAZ,225/45R18,518003,T005 EXT,14539.0,14539.0
BRIDGESTONE,YAZ,225/45R18,511003,T005 EXT,14539.0,14539.0
BRIDGESTONE,YAZ,225/45R18,518004,T005 RFT,14539.0,14539.0
BRIDGESTONE,4 MEVSIM,225/45R18,619025,TURANZA ALL SEASON 6,13757.0,13757.0
BRIDGESTONE,YAZ,225/45R18,519886,S001 EXT,14047.0,14047.0
BRIDGESTONE,YAZ,225/45R18,619011,T005 DRIVEGUARD,13355.0,13355.0
BRIDGESTONE,YAZ,245/50R18,519891,TURANZA 6,15425.0,15425.0
BRIDGESTONE,YAZ,245/50R18,519888,S001 EXT,19566.0,19566.0
BRIDGESTONE,YAZ,245/50R18,519990,S001 RFT,19566.0,19566.0
BRIDGESTONE,YAZ,225/50R18,511542,T005 RFT,18670.0,18670.0
BRIDGESTONE,4 MEVSIM,225/50R18,517600,TURANZA ALL SEASON 6,15381.0,15381.0
BRIDGESTONE,YAZ,215/50R18,519977,TURANZA 6,11756.0,11756.0
BRIDGESTONE,4 MEVSIM,195/60R18,519684,TURANZA ALL SEASON 6,10980.0,10980.0
BRIDGESTONE,YAZ,245/40R17,519980,TURANZA 6,10613.0,10613.0
BRIDGESTONE,YAZ,245/40R17,518316,S001 RFT,14833.0,14833.0
BRIDGESTONE,YAZ,215/40R17,519358,TURANZA 6,9629.0,9629.0
BRIDGESTONE,YAZ,255/45R17,518875,S001 RFT,21780.0,21780.0
BRIDGESTONE,YAZ,245/45R17,610884,TURANZA 6,11523.0,11523.0
BRIDGESTONE,4 MEVSIM,245/45R17,519818,TURANZA ALL SEASON 6,12323.0,12323.0
BRIDGESTONE,4 MEVSIM,235/45R17,519870,TURANZA ALL SEASON 6,10892.0,10892.0
BRIDGESTONE,YAZ,225/45R17,526785,TURANZA 6,7298.0,7298.0
BRIDGESTONE,YAZ,225/45R17,610879,TURANZA 6,7156.0,7156.0
BRIDGESTONE,YAZ,225/45R17,519043,T005,7023.0,7023.0
BRIDGESTONE,4 MEVSIM,225/45R17,619021,TURANZA ALL SEASON 6,8024.0,8024.0
BRIDGESTONE,YAZ,225/45R17,519206,T001 EXT,8603.0,8603.0
BRIDGESTONE,YAZ,225/45R17,511541,T005 RFT,8806.0,8806.0
BRIDGESTONE,YAZ,225/45R17,619004,T005 DRIVEGUARD,8052.0,8052.0
BRIDGESTONE,YAZ,205/45R17,520526,TURANZA 6,8891.0,8891.0
BRIDGESTONE,YAZ,205/45R17,617320,T005,8717.0,8717.0
BRIDGESTONE,4 MEVSIM,205/45R17,519877,TURANZA ALL SEASON 6,10278.0,10278.0
BRIDGESTONE,YAZ,225/50R17,611519,TURANZA 6,10588.0,10588.0
BRIDGESTONE,4 MEVSIM,225/50R17,619022,TURANZA ALL SEASON 6,11628.0,11628.0
BRIDGESTONE,YAZ,225/50R17,511004,T005 EXT,12272.0,12272.0
BRIDGESTONE,YAZ,225/50R17,517003,T005 RFT,12272.0,12272.0
BRIDGESTONE,YAZ,225/50R17,518872,S001 RFT,11882.0,11882.0
BRIDGESTONE,YAZ,225/50R17,619005,T005 DRIVEGUARD,11278.0,11278.0
BRIDGESTONE,YAZ,215/50R17,610876,TURANZA 6,10737.0,10737.0
BRIDGESTONE,4 MEVSIM,215/50R17,519815,TURANZA ALL SEASON 6,11649.0,11649.0
BRIDGESTONE,YAZ,205/50R17,610891,TURANZA 6,10135.0,10135.0
BRIDGESTONE,4 MEVSIM,205/50R17,519814,TURANZA ALL SEASON 6,11012.0,11012.0
BRIDGESTONE,YAZ,205/50R17,518863,S001 RFT,12398.0,12398.0
BRIDGESTONE,YAZ,205/50R17,518873,S001 RFT,12398.0,12398.0
BRIDGESTONE,YAZ,245/55R17,519247,T001,13442.0,13442.0
BRIDGESTONE,YAZ,225/55R17,611524,TURANZA 6,11312.0,11312.0
BRIDGESTONE,4 MEVSIM,225/55R17,619023,TURANZA ALL SEASON 6,12118.0,12118.0
BRIDGESTONE,YAZ,225/55R17,519295,T001 RFT,12561.0,12561.0
BRIDGESTONE,YAZ,225/55R17,519413,ER300-RFT,12561.0,12561.0
BRIDGESTONE,YAZ,225/55R17,619007,T005 DRIVEGUARD,11653.0,11653.0
BRIDGESTONE,YAZ,215/55R17,610877,TURANZA 6,10938.0,10938.0
BRIDGESTONE,YAZ,215/55R17,614892,T005,10730.0,10730.0
BRIDGESTONE,4 MEVSIM,215/55R17,619017,TURANZA ALL SEASON 6,11437.0,11437.0
BRIDGESTONE,YAZ,205/55R17,610892,TURANZA 6,9725.0,9725.0
BRIDGESTONE,4 MEVSIM,205/55R17,514455,TURANZA ALL SEASON 6,10961.0,10961.0
BRIDGESTONE,YAZ,205/55R17,511536,T005 EXT,13653.0,13653.0
BRIDGESTONE,YAZ,205/55R17,519535,T001 RFT,13252.0,13252.0
BRIDGESTONE,YAZ,205/60R17,513356,T005,11485.0,11485.0
BRIDGESTONE,YAZ,215/45R16,527468,TURANZA 6,9097.0,9097.0
BRIDGESTONE,YAZ,215/45R16,518839,T001,8918.0,8918.0
BRIDGESTONE,4 MEVSIM,215/45R16,546983,TURANZA ALL SEASON 6,9266.0,9266.0
BRIDGESTONE,YAZ,205/45R16,512555,TURANZA 6,10200.0,10200.0
BRIDGESTONE,YAZ,195/45R16,519813,TURANZA 6,7887.0,7887.0
BRIDGESTONE,YAZ,205/50R16,544983,TURANZA 6,8781.0,8781.0
BRIDGESTONE,YAZ,195/50R16,519895,TURANZA 6,8510.0,8510.0
BRIDGESTONE,YAZ,225/55R16,611523,TURANZA 6,11129.0,11129.0
BRIDGESTONE,4 MEVSIM,225/55R16,545123,TURANZA ALL SEASON 6,11673.0,11673.0
BRIDGESTONE,YAZ,225/55R16,518868,ER300-RFT,13706.0,13706.0
BRIDGESTONE,YAZ,225/55R16,619006,T005 DRIVEGUARD,12905.0,12905.0
BRIDGESTONE,YAZ,215/55R16,611568,TURANZA 6,9218.0,9218.0
BRIDGESTONE,YAZ,215/55R16,611567,TURANZA 6,9405.0,9405.0
BRIDGESTONE,4 MEVSIM,215/55R16,619015,TURANZA ALL SEASON 6,9520.0,9520.0
BRIDGESTONE,YAZ,205/55R16,611565,TURANZA 6,6371.0,6371.0
BRIDGESTONE,YAZ,205/55R16,611566,TURANZA 6,6498.0,6498.0
BRIDGESTONE,4 MEVSIM,205/55R16,619013,TURANZA ALL SEASON 6,6837.0,6837.0
BRIDGESTONE,YAZ,205/55R16,519204,T001 EXT,8275.0,8275.0
BRIDGESTONE,YAZ,205/55R16,511431,T005 RFT,8275.0,8275.0
BRIDGESTONE,YAZ,205/55R16,619001,T005 DRIVEGUARD,7777.0,7777.0
BRIDGESTONE,YAZ,195/55R16,611564,TURANZA 6,7438.0,7438.0
BRIDGESTONE,YAZ,195/55R16,617310,T005,7291.0,7291.0
BRIDGESTONE,YAZ,195/55R16,617350,T005,7291.0,7291.0
BRIDGESTONE,4 MEVSIM,195/55R16,619012,TURANZA ALL SEASON 6,7829.0,7829.0
BRIDGESTONE,YAZ,195/55R16,519810,ER300-RFT,9340.0,9340.0
BRIDGESTONE,YAZ,195/55R16,619000,T005 DRIVEGUARD,8872.0,8872.0
BRIDGESTONE,YAZ,185/55R16,518835,EP150,8682.0,8682.0
BRIDGESTONE,YAZ,215/60R16,611511,TURANZA 6,9994.0,9994.0
BRIDGESTONE,4 MEVSIM,215/60R16,514489,TURANZA ALL SEASON 6,10623.0,10623.0
BRIDGESTONE,YAZ,205/60R16,611506,TURANZA 6,8227.0,8227.0
BRIDGESTONE,4 MEVSIM,205/60R16,619014,TURANZA ALL SEASON 6,8596.0,8596.0
BRIDGESTONE,YAZ,205/60R16,519803,T005 RFT,11395.0,11395.0
BRIDGESTONE,YAZ,205/60R16,619002,T005 DRIVEGUARD,10226.0,10226.0
BRIDGESTONE,4 MEVSIM,195/60R16,545122,TURANZA ALL SEASON 6,9392.0,9392.0
BRIDGESTONE,YAZ,195/60R16,516247,T001,9071.0,9071.0
BRIDGESTONE,YAZ,205/65R16,511537,T005,11173.0,11173.0
BRIDGESTONE,YAZ,195/50R15,511243,T005,5549.0,5549.0
BRIDGESTONE,YAZ,195/55R15,519780,T005,7999.0,7999.0
BRIDGESTONE,YAZ,175/55R15,514800,RE050A,7170.0,7170.0
BRIDGESTONE,YAZ,205/60R15,515003,T005,8141.0,8141.0
BRIDGESTONE,YAZ,195/60R15,611048,T005,6145.0,6145.0
BRIDGESTONE,4 MEVSIM,195/60R15,613512,A005 EVO,6457.0,6457.0
BRIDGESTONE,YAZ,185/60R15,611049,T005,5914.0,5914.0
BRIDGESTONE,4 MEVSIM,185/60R15,613511,A005 EVO,6060.0,6060.0
BRIDGESTONE,YAZ,205/65R15,515004,T005,8380.0,8380.0
BRIDGESTONE,YAZ,195/65R15,611054,T005,5192.0,5192.0
BRIDGESTONE,YAZ,195/65R15,611052,T005,5297.0,5297.0
BRIDGESTONE,4 MEVSIM,195/65R15,613510,A005 EVO,5737.0,5737.0
BRIDGESTONE,YAZ,185/65R15,617300,T005,5301.0,5301.0
BRIDGESTONE,YAZ,185/65R15,611035,T005,5406.0,5406.0
BRIDGESTONE,4 MEVSIM,185/65R15,613522,A005 EVO,5684.0,5684.0
BRIDGESTONE,YAZ,175/65R15,511244,T005,5930.0,5930.0
BRIDGESTONE,YAZ,185/65R14,611053,T005,5001.0,5001.0
BRIDGESTONE,YAZ,175/65R14,614700,EP150,4662.0,4662.0
BRIDGESTONE,YAZ,285/30R22,519988,TURANZA 6,29398.0,29398.0
BRIDGESTONE,YAZ,285/35R22,544936,T005,30018.0,30018.0
BRIDGESTONE,YAZ,275/40R22,544937,TURANZA 6,27697.0,27697.0
BRIDGESTONE,YAZ,275/40R22,511240,ALENZA 001,27697.0,27697.0
BRIDGESTONE,YAZ,285/45R22,518142,ALENZA 001,25481.0,25481.0
BRIDGESTONE,YAZ,275/50R22,544047,H/T684,25830.0,25830.0
BRIDGESTONE,YAZ,315/35R21,544018,H/P Sport,26974.0,26974.0
BRIDGESTONE,YAZ,295/35R21,511166,POTENZA SPORT,18436.0,18436.0
BRIDGESTONE,YAZ,295/35R21,544243,TURANZA 6,18205.0,18205.0
BRIDGESTONE,YAZ,275/35R21,519921,ALENZA RFT,30200.0,30200.0
BRIDGESTONE,YAZ,285/40R21,511165,POTENZA SPORT,24979.0,24979.0
BRIDGESTONE,YAZ,285/40R21,519991,H/P SPORT,24043.0,24043.0
BRIDGESTONE,YAZ,285/40R21,511168,ALENZA 001,24043.0,24043.0
BRIDGESTONE,YAZ,275/40R21,544935,TURANZA 6,23672.0,23672.0
BRIDGESTONE,YAZ,265/40R21,511093,POTENZA SPORT,22943.0,22943.0
BRIDGESTONE,YAZ,265/40R21,511380,T005 RFT,28691.0,28691.0
BRIDGESTONE,YAZ,245/40R21,519920,ALENZA RFT,27865.0,27865.0
BRIDGESTONE,YAZ,275/45R21,544242,TURANZA 6,19733.0,19733.0
BRIDGESTONE,4 MEVSIM,275/45R21,516800,TURANZA ALL SEASON 6,20376.0,20376.0
BRIDGESTONE,YAZ,265/45R21,519690,ALENZA 001,26126.0,26126.0
BRIDGESTONE,YAZ,235/45R21,531100,TURANZA 6,18229.0,18229.0
BRIDGESTONE,YAZ,235/45R21,519688,TURANZA ECO,18229.0,18229.0
BRIDGESTONE,YAZ,315/35R20,545142,TURANZA 6,24995.0,24995.0
BRIDGESTONE,YAZ,315/35R20,511038,POTENZA SPORT,25232.0,25232.0
BRIDGESTONE,YAZ,315/35R20,544325,Dueler H/P RFT,29414.0,29414.0
BRIDGESTONE,YAZ,295/40R20,511037,POTENZA SPORT,23521.0,23521.0
BRIDGESTONE,YAZ,275/40R20,511080,POTENZA SPORT,18039.0,18039.0
BRIDGESTONE,YAZ,275/40R20,611556,TURANZA 6,17725.0,17725.0
BRIDGESTONE,YAZ,275/40R20,544310,Dueler H/P RFT,21938.0,21938.0
BRIDGESTONE,YAZ,275/40R20,511426,ALENZA RFT,21938.0,21938.0
BRIDGESTONE,YAZ,255/40R20,544893,TURANZA 6,21691.0,21691.0
BRIDGESTONE,YAZ,235/40R20,528633,TURANZA 6,24088.0,24088.0
BRIDGESTONE,YAZ,235/40R20,544986,T005,23616.0,23616.0
BRIDGESTONE,YAZ,295/45R20,511412,ALENZA 001,24678.0,24678.0
BRIDGESTONE,YAZ,285/45R20,519682,POTENZA SPORT,22948.0,22948.0
BRIDGESTONE,YAZ,285/45R20,544346,DUELER H/P,22014.0,22014.0
BRIDGESTONE,YAZ,285/45R20,511184,ALENZA 001,22014.0,22014.0
BRIDGESTONE,YAZ,275/45R20,611545,TURANZA 6,20084.0,20084.0
BRIDGESTONE,4 MEVSIM,275/45R20,545128,TURANZA ALL SEASON 6,20791.0,20791.0
BRIDGESTONE,YAZ,265/45R20,511094,POTENZA SPORT,21596.0,21596.0
BRIDGESTONE,YAZ,265/45R20,544204,Dueler H/P EXT,26315.0,26315.0
BRIDGESTONE,YAZ,255/45R20,544990,Dueler H/P,21058.0,21058.0
BRIDGESTONE,YAZ,255/45R20,544880,H/P SPORT EXT,26592.0,26592.0
BRIDGESTONE,YAZ,245/45R20,519657,TURANZA 6,18323.0,18323.0
BRIDGESTONE,YAZ,245/45R20,511085,POTENZA SPORT,18436.0,18436.0
BRIDGESTONE,YAZ,245/45R20,511425,ALENZA RFT,21365.0,21365.0
BRIDGESTONE,YAZ,235/45R20,544910,TURANZA 6,19985.0,19985.0
BRIDGESTONE,4 MEVSIM,235/45R20,519874,TURANZA ALL SEASON 6,22568.0,22568.0
BRIDGESTONE,YAZ,235/45R20,511600,ALENZA 001,19599.0,19599.0
BRIDGESTONE,YAZ,275/50R20,511023,POTENZA SPORT,23690.0,23690.0
BRIDGESTONE,YAZ,275/50R20,511423,ALENZA  ,23214.0,23214.0
BRIDGESTONE,YAZ,275/50R20,511424,ALENZA RFT,27068.0,27068.0
BRIDGESTONE,YAZ,265/50R20,519681,TURANZA 6,23082.0,23082.0
BRIDGESTONE,YAZ,255/50R20,544933,TURANZA 6,20962.0,20962.0
BRIDGESTONE,YAZ,235/50R20,544982,ALENZAS,19888.0,19888.0
BRIDGESTONE,YAZ,255/55R20,544934,TURANZA 6,21982.0,21982.0
BRIDGESTONE,4 MEVSIM,255/55R20,519884,TURANZA ALL SEASON 6,22329.0,22329.0
BRIDGESTONE,YAZ,235/55R20,519680,POTENZA SPORT,19245.0,19245.0
BRIDGESTONE,YAZ,235/55R20,544913,TURANZA 6,19053.0,19053.0
BRIDGESTONE,YAZ,235/60R20,511247,ALENZA 001,23616.0,23616.0
BRIDGESTONE,YAZ,285/45R19,511022,POTENZA SPORT,18173.0,18173.0
BRIDGESTONE,YAZ,285/45R19,544226,Dueler H/P RFT,21654.0,21654.0
BRIDGESTONE,YAZ,275/45R19,544932,TURANZA 6,20448.0,20448.0
BRIDGESTONE,YAZ,235/45R19,544435,Dueler H/P EXT,18064.0,18064.0
BRIDGESTONE,YAZ,225/45R19,611518,TURANZA 6,16465.0,16465.0
BRIDGESTONE,4 MEVSIM,225/45R19,518991,TURANZA ALL SEASON 6,17340.0,17340.0
BRIDGESTONE,YAZ,265/50R19,511021,POTENZA SPORT,18520.0,18520.0
BRIDGESTONE,YAZ,255/50R19,544931,TURANZA 6,15101.0,15101.0
BRIDGESTONE,4 MEVSIM,255/50R19,545129,TURANZA ALL SEASON 6,15517.0,15517.0
BRIDGESTONE,YAZ,255/50R19,544908,Dueler H/P RFT,18469.0,18469.0
BRIDGESTONE,YAZ,235/50R19,544892,TURANZA 6,13488.0,13488.0
BRIDGESTONE,YAZ,235/50R19,528481,TURANZA 6,13758.0,13758.0
BRIDGESTONE,4 MEVSIM,235/50R19,519817,TURANZA ALL SEASON 6,15434.0,15434.0
BRIDGESTONE,YAZ,225/50R19,614862,TURANZA 6,14561.0,14561.0
BRIDGESTONE,YAZ,275/55R19,519929,ALENZA RFT,17129.0,17129.0
BRIDGESTONE,YAZ,255/55R19,511270,TURANZA 6,13497.0,13497.0
BRIDGESTONE,4 MEVSIM,255/55R19,545132,TURANZA ALL SEASON 6,14455.0,14455.0
BRIDGESTONE,YAZ,235/55R19,544930,TURANZA 6,12943.0,12943.0
BRIDGESTONE,4 MEVSIM,235/55R19,516500,TURANZA ALL SEASON 6,14923.0,14923.0
BRIDGESTONE,YAZ,225/55R19,544891,TURANZA 6,11530.0,11530.0
BRIDGESTONE,4 MEVSIM,225/55R19,545124,TURANZA ALL SEASON 6,12596.0,12596.0
BRIDGESTONE,YAZ,205/55R19,519424,TURANZA 6,12006.0,12006.0
BRIDGESTONE,4 MEVSIM,205/55R19,519871,TURANZA ALL SEASON 6,12447.0,12447.0
BRIDGESTONE,YAZ,235/50R18,610897,TURANZA 6,12506.0,12506.0
BRIDGESTONE,4 MEVSIM,235/50R18,519897,TURANZA ALL SEASON 6,13521.0,13521.0
BRIDGESTONE,YAZ,225/50R18,611546,TURANZA 6,15291.0,15291.0
BRIDGESTONE,YAZ,255/55R18,544928,TURANZA 6,12118.0,12118.0
BRIDGESTONE,4 MEVSIM,255/55R18,545127,TURANZA ALL SEASON 6,12295.0,12295.0
BRIDGESTONE,YAZ,255/55R18,514487,DUELER A/T002,11893.0,11893.0
BRIDGESTONE,YAZ,255/55R18,544208,H/L 400 RFT,14329.0,14329.0
BRIDGESTONE,YAZ,235/55R18,610887,TURANZA 6,11448.0,11448.0
BRIDGESTONE,YAZ,235/55R18,511543,T005 EXT,13154.0,13154.0
BRIDGESTONE,4 MEVSIM,235/55R18,518600,TURANZA ALL SEASON 6,12921.0,12921.0
BRIDGESTONE,YAZ,235/55R18,511186,ALENZA 001 EXT,13154.0,13154.0
BRIDGESTONE,YAZ,225/55R18,614861,TURANZA 6,11160.0,11160.0
BRIDGESTONE,YAZ,225/55R18,518129,TURANZA 6,11388.0,11388.0
BRIDGESTONE,YAZ,225/55R18,518035,T005,11160.0,11160.0
BRIDGESTONE,4 MEVSIM,225/55R18,619026,TURANZA ALL SEASON 6,12546.0,12546.0
BRIDGESTONE,YAZ,215/55R18,548027,TURANZA 6,11877.0,11877.0
BRIDGESTONE,4 MEVSIM,215/55R18,519829,TURANZA ALL SEASON 6,13040.0,13040.0
BRIDGESTONE,YAZ,265/60R18,544929,TURANZA 6,13760.0,13760.0
BRIDGESTONE,YAZ,265/60R18,617208,DUELER A/T002,13735.0,13735.0
BRIDGESTONE,YAZ,255/60R18,544927,TURANZA 6,12580.0,12580.0
BRIDGESTONE,YAZ,255/60R18,617204,DUELER A/T002,12451.0,12451.0
BRIDGESTONE,YAZ,255/60R18,544104,H/T684,12208.0,12208.0
BRIDGESTONE,YAZ,235/60R18,544925,TURANZA 6,11806.0,11806.0
BRIDGESTONE,4 MEVSIM,235/60R18,518500,TURANZA ALL SEASON 6,12427.0,12427.0
BRIDGESTONE,YAZ,225/60R18,610882,TURANZA 6,12088.0,12088.0
BRIDGESTONE,YAZ,225/60R18,512986,TURANZA 6,12088.0,12088.0
BRIDGESTONE,4 MEVSIM,225/60R18,516700,TURANZA ALL SEASON 6,13086.0,13086.0
BRIDGESTONE,YAZ,235/65R18,544926,TURANZA 6,12289.0,12289.0
BRIDGESTONE,YAZ,275/55R17,545141,Turanza 6,13767.0,13767.0
BRIDGESTONE,YAZ,235/55R17,610886,TURANZA 6,11385.0,11385.0
BRIDGESTONE,4 MEVSIM,235/55R17,519826,TURANZA ALL SEASON 6,11740.0,11740.0
BRIDGESTONE,YAZ,255/60R17,544923,TURANZA 6,12393.0,12393.0
BRIDGESTONE,YAZ,235/60R17,513480,TURANZA 6,11829.0,11829.0
BRIDGESTONE,YAZ,225/60R17,610880,TURANZA 6,12727.0,12727.0
