Pager usage is off.
Timing is off.

################ SECTION A — TABLE INVENTORY (ad + tahmini satir) ################
                  table_name                   | approx_rows 
 platform_modules             |   2 | name                    | text                     | NO          | 
 platform_modules             |   3 | description             | text                     | YES         | 
 platform_modules             |   4 | version                 | text                     | NO          | '1.0'::text
 platform_modules             |   5 | active                  | boolean                  | NO          | true
 platform_modules             |   6 | created_at              | timestamp with time zone | NO          | now()
 platform_tenants             |   1 | id                      | uuid                     | NO          | gen_random_uuid()
 platform_tenants             |   2 | name                    | text                     | NO          | 
 platform_tenants             |   3 | slug                    | text                     | NO          | 
 platform_tenants             |   4 | status                  | text                     | NO          | 'active'::text
 platform_tenants             |   5 | timezone                | text                     | NO          | 'Europe/Istanbul'::text
 platform_tenants             |   6 | currency                | text                     | NO          | 'TRY'::text
 platform_tenants             |   7 | config_json             | jsonb                    | NO          | '{}'::jsonb
 platform_tenants             |   8 | created_at              | timestamp with time zone | NO          | now()
 platform_tenants             |   9 | created_by              | uuid                     | YES         | 
 rep_kimlik_koprusu           |   1 | tenant_id               | uuid                     | NO          | 
 rep_kimlik_koprusu           |   2 | sap_temsilci            | text                     | NO          | 
 rep_kimlik_koprusu           |   3 | user_id                 | uuid                     | YES         | 
 rep_kimlik_koprusu           |   4 | durum                   | text                     | NO          | 'eslesmedi'::text
 rep_kimlik_koprusu           |   5 | kanal_etiket            | text                     | YES         | 
 rep_kimlik_koprusu           |   6 | ciro_12ay               | numeric                  | YES         | 
 rep_kimlik_koprusu           |   7 | musteri_12ay            | integer                  | YES         | 
 rep_kimlik_koprusu           |   8 | ilk_satis               | date                     | YES         | 
 rep_kimlik_koprusu           |   9 | son_satis               | date                     | YES         | 
 rep_kimlik_koprusu           |  10 | guncellendi_at          | timestamp with time zone | YES         | now()
 saha_musteri                 |   1 | id                      | uuid                     | NO          | gen_random_uuid()
 saha_musteri                 |   2 | tenant_id               | uuid                     | NO          | 
 saha_musteri                 |   3 | tip                     | text                     | NO          | 
 saha_musteri                 |   4 | firma                   | text                     | NO          | 
 saha_musteri                 |   5 | musteri_kodu            | text                     | YES         | 
 saha_musteri                 |   6 | il                      | text                     | YES         | 
 saha_musteri                 |   7 | ilce                    | text                     | YES         | 
 saha_musteri                 |   8 | segment                 | text                     | YES         | 
 saha_musteri                 |   9 | durum                   | text                     | NO          | 'YENI_NOKTA'::text
 saha_musteri                 |  10 | lat                     | numeric                  | YES         | 
 saha_musteri                 |  11 | lng                     | numeric                  | YES         | 
 saha_musteri                 |  12 | sorumlu_rep             | uuid                     | YES         | 
 saha_musteri                 |  13 | telefon                 | text                     | YES         | 
 saha_musteri                 |  14 | yetkili                 | text                     | YES         | 
 saha_musteri                 |  15 | notlar                  | text                     | YES         | 
 saha_musteri                 |  16 | aktif                   | boolean                  | NO          | true
 saha_musteri                 |  17 | created_by              | uuid                     | YES         | 
 saha_musteri                 |  18 | created_at              | timestamp with time zone | NO          | now()
 saha_musteri                 |  19 | updated_at              | timestamp with time zone | NO          | now()
 saha_musteri                 |  20 | vergi_no                | text                     | YES         | 
 saha_musteri                 |  21 | sektorler               | ARRAY                    | YES         | '{}'::text[]
 saha_musteri                 |  22 | tedarikci_markalar      | ARRAY                    | YES         | '{}'::text[]
 saha_musteri                 |  23 | tc_no                   | text                     | YES         | 
 saha_musteri                 |  24 | kayit_kaynagi           | text                     | NO          | 'SAHA_ZIYARETI'::text
 saha_musteri                 |  25 | arac_parki              | jsonb                    | YES         | 
 saha_musteri                 |  26 | kullanilan_markalar     | ARRAY                    | YES         | 
 saha_musteri                 |  27 | yillik_potansiyel       | integer                  | YES         | 
 saha_musteri                 |  28 | raf_markalar            | ARRAY                    | YES         | 
 saha_musteri                 |  29 | bayilikler              | ARRAY                    | YES         | 
 saha_musteri                 |  30 | rakip_toptancilar       | ARRAY                    | YES         | 
 saha_musteri                 |  31 | kis_stok                | integer                  | YES         | 
 saha_musteri                 |  32 | yaz_stok                | integer                  | YES         | 
 saha_musteri                 |  33 | profil_guncel_at        | timestamp with time zone | YES         | 
 saha_rep_gelisim             |   1 | id                      | uuid                     | NO          | gen_random_uuid()
 saha_rep_gelisim             |   2 | tenant_id               | uuid                     | NO          | 
 saha_rep_gelisim             |   3 | user_id                 | uuid                     | NO          | 
 saha_rep_gelisim             |   4 | gun                     | date                     | NO          | CURRENT_DATE
 saha_rep_gelisim             |   5 | portre                  | text                     | YES         | 
 saha_rep_gelisim             |   6 | guclu_yonler            | jsonb                    | YES         | 
 saha_rep_gelisim             |   7 | gelisim_onerileri       | jsonb                    | YES         | 
 saha_rep_gelisim             |   8 | bilinmeyen_bulgular     | jsonb                    | YES         | 
 saha_rep_gelisim             |   9 | baglam                  | jsonb                    | YES         | 
 saha_rep_gelisim             |  10 | model                   | text                     | YES         | 
 saha_rep_gelisim             |  11 | guven                   | text                     | YES         | 'taslak'::text
 saha_rep_gelisim             |  12 | hesaplandi_at           | timestamp with time zone | NO          | now()
 saha_rep_not                 |   1 | id                      | uuid                     | NO          | gen_random_uuid()
 saha_rep_not                 |   2 | tenant_id               | uuid                     | NO          | 
 saha_rep_not                 |   3 | rep_id                  | uuid                     | NO          | 
 saha_rep_not                 |   4 | icerik                  | text                     | NO          | 
 saha_rep_not                 |   5 | hatirlatma_tarihi       | date                     | YES         | 
 saha_rep_not                 |   6 | tamamlandi              | boolean                  | NO          | false
 saha_rep_not                 |   7 | created_at              | timestamp with time zone | NO          | now()
 saha_rep_not                 |   8 | updated_at              | timestamp with time zone | NO          | now()
 saha_rep_not                 |   9 | musteri_id              | uuid                     | YES         | 
 saha_rep_not                 |  10 | push_bildirildi         | boolean                  | NO          | false
 saha_rep_ozellik             |   1 | id                      | uuid                     | NO          | gen_random_uuid()
 saha_rep_ozellik             |   2 | tenant_id               | uuid                     | NO          | 
 saha_rep_ozellik             |   3 | user_id                 | uuid                     | NO          | 
 saha_rep_ozellik             |   4 | gun                     | date                     | NO          | 
 saha_rep_ozellik             |   5 | alan                    | text                     | NO          | 
 saha_rep_ozellik             |   6 | ozellik                 | text                     | NO          | 
 saha_rep_ozellik             |   7 | deger                   | numeric                  | YES         | 
 saha_rep_ozellik             |   8 | metin                   | text                     | YES         | 
 saha_rep_ozellik             |   9 | kapsam                  | numeric                  | YES         | 0
 saha_rep_ozellik             |  10 | guven                   | text                     | YES         | 'yok'::text
 saha_rep_ozellik             |  11 | payload                 | jsonb                    | YES         | '{}'::jsonb
 saha_rep_ozellik             |  12 | hesaplandi_at           | timestamp with time zone | NO          | now()
 saha_rota_log                |   1 | id                      | bigint                   | NO          | nextval('saha_rota_log_id_seq'::regclass)
 saha_rota_log                |   2 | tenant_id               | uuid                     | NO          | 
 saha_rota_log                |   3 | rep_id                  | uuid                     | NO          | 
 saha_rota_log                |   4 | gun                     | date                     | NO          | 
 saha_rota_log                |   5 | musteri_id              | uuid                     | NO          | 
 saha_rota_log                |   6 | skor                    | numeric                  | YES         | 
 saha_rota_log                |   7 | sira                    | integer                  | YES         | 
 saha_rota_log                |   8 | commit_mi               | boolean                  | YES         | false
 saha_rota_log                |   9 | onerildi_ts             | timestamp with time zone | NO          | now()
 saha_teklif                  |   1 | id                      | uuid                     | NO          | gen_random_uuid()
 saha_teklif                  |   2 | tenant_id               | uuid                     | NO          | 
 saha_teklif                  |   3 | musteri_id              | uuid                     | NO          | 
 saha_teklif                  |   4 | ziyaret_id              | uuid                     | YES         | 
 saha_teklif                  |   5 | iskonto_talep_id        | uuid                     | YES         | 
 saha_teklif                  |   6 | rep_id                  | uuid                     | YES         | 
 saha_teklif                  |   7 | marka                   | text                     | NO          | 
 saha_teklif                  |   8 | model                   | text                     | YES         | 
 saha_teklif                  |   9 | ebat                    | text                     | YES         | 
 saha_teklif                  |  10 | kategori                | text                     | YES         | 
 saha_teklif                  |  11 | sezon                   | text                     | YES         | 
 saha_teklif                  |  12 | jant_grubu              | text                     | YES         | 
 saha_teklif                  |  13 | alt_grup                | text                     | YES         | 
 saha_teklif                  |  14 | adet                    | integer                  | NO          | 1
 saha_teklif                  |  15 | birim_fiyat             | numeric                  | YES         | 
 saha_teklif                  |  16 | toplam_tutar            | numeric                  | YES         | 
 saha_teklif                  |  17 | iskonto_orani           | numeric                  | YES         | 
 saha_teklif                  |  18 | durum                   | text                     | NO          | 'BEKLEMEDE'::text
 saha_teklif                  |  19 | sonuc_tarihi            | date                     | YES         | 
 saha_teklif                  |  20 | kayip_nedeni            | text                     | YES         | 
 saha_teklif                  |  21 | rakip_marka             | text                     | YES         | 
 saha_teklif                  |  22 | rakip_model             | text                     | YES         | 
 saha_teklif                  |  23 | rakip_fiyat             | numeric                  | YES         | 
 saha_teklif                  |  24 | notlar                  | text                     | YES         | 
 saha_teklif                  |  25 | created_by              | uuid                     | YES         | 
 saha_teklif                  |  26 | created_at              | timestamp with time zone | NO          | now()
 saha_teklif                  |  27 | updated_at              | timestamp with time zone | NO          | now()
 saha_teklif                  |  28 | kalem_kodu              | text                     | YES         | 
 saha_teklif                  |  29 | liste_fiyati            | numeric                  | YES         | 
 saha_teklif                  |  30 | tesvik_garantili_pct    | numeric                  | YES         | 
 saha_teklif                  |  31 | tesvik_maksimum_pct     | numeric                  | YES         | 
 saha_teklif                  |  32 | tedarikci_destek_pct    | numeric                  | YES         | 
 saha_teklif                  |  33 | kampanya_id             | integer                  | YES         | 
 saha_teklif                  |  34 | kampanya_indirim_turu   | text                     | YES         | 
 saha_teklif                  |  35 | kampanya_indirim_deger  | numeric                  | YES         | 
 saha_teklif                  |  36 | musteri_ek_iskonto_pct  | numeric                  | YES         | 
 saha_teklif                  |  37 | onay_seviyesi           | text                     | YES         | 
 saha_teklif                  |  38 | talep_fiyat             | numeric                  | YES         | 
 saha_teklif                  |  39 | mevcut_stok             | numeric                  | YES         | 
 saha_teklif                  |  40 | kaynak                  | text                     | YES         | 
 saha_teklif                  |  41 | vade_gun                | integer                  | YES         | 
 saha_teklif                  |  42 | vade_turu               | text                     | YES         | 
 saha_teklif                  |  43 | kok_teklif_id           | uuid                     | YES         | 
 saha_teklif                  |  44 | revizyon_no             | integer                  | NO          | 1
 saha_ziyaret                 |   1 | id                      | uuid                     | NO          | gen_random_uuid()
 saha_ziyaret                 |   2 | tenant_id               | uuid                     | NO          | 
 saha_ziyaret                 |   3 | musteri_id              | uuid                     | NO          | 
 saha_ziyaret                 |   4 | rep_id                  | uuid                     | YES         | 
 saha_ziyaret                 |   5 | rep_adi                 | text                     | YES         | 
 saha_ziyaret                 |   6 | tip                     | text                     | NO          | 
 saha_ziyaret                 |   7 | durum                   | text                     | NO          | 'PLANLANDI'::text
 saha_ziyaret                 |   8 | planlanan_tarih         | date                     | YES         | 
 saha_ziyaret                 |   9 | ziyaret_tarihi          | date                     | YES         | 
 saha_ziyaret                 |  10 | checkin_at              | timestamp with time zone | YES         | 
 saha_ziyaret                 |  11 | checkin_lat             | numeric                  | YES         | 
 saha_ziyaret                 |  12 | checkin_lng             | numeric                  | YES         | 
 saha_ziyaret                 |  13 | katilimci               | text                     | YES         | 
 saha_ziyaret                 |  14 | notlar                  | text                     | YES         | 
 saha_ziyaret                 |  15 | detay                   | jsonb                    | NO          | '{}'::jsonb
 saha_ziyaret                 |  16 | kaynak                  | text                     | NO          | 'APP'::text
 saha_ziyaret                 |  17 | created_by              | uuid                     | YES         | 
 saha_ziyaret                 |  18 | created_at              | timestamp with time zone | NO          | now()
 saha_ziyaret                 |  19 | updated_at              | timestamp with time zone | NO          | now()
 saha_ziyaret                 |  20 | lokasyon_id             | uuid                     | YES         | 
 saha_ziyaret                 |  21 | notlar_orijinal         | text                     | YES         | 
 saha_ziyaret                 |  22 | duzenlendi_at           | timestamp with time zone | YES         | 
 saha_ziyaret                 |  23 | duzenleyen              | uuid                     | YES         | 
 sap_musteri_sahiplik         |   1 | tenant_id               | uuid                     | NO          | 
 sap_musteri_sahiplik         |   2 | musteri_kodu            | text                     | NO          | 
 sap_musteri_sahiplik         |   3 | ana_sorumlu_user_id     | uuid                     | YES         | 
 sap_musteri_sahiplik         |   4 | ana_sorumlu_sap         | text                     | YES         | 
 sap_musteri_sahiplik         |   5 | skor                    | numeric                  | YES         | 
 sap_musteri_sahiplik         |   6 | ciro_pay                | numeric                  | YES         | 
 sap_musteri_sahiplik         |   7 | ay_pay                  | numeric                  | YES         | 
 sap_musteri_sahiplik         |   8 | saha_rep_say            | integer                  | YES         | 
 sap_musteri_sahiplik         |   9 | toplam_ciro_12ay        | numeric                  | YES         | 
 sap_musteri_sahiplik         |  10 | hesaplandi_at           | timestamp with time zone | YES         | now()
 tenant_department            |   1 | id                      | uuid                     | NO          | gen_random_uuid()
 tenant_department            |   2 | tenant_id               | uuid                     | NO          | 
 tenant_department            |   3 | key                     | text                     | NO          | 
 tenant_department            |   4 | ad                      | text                     | NO          | 
 tenant_department            |   5 | ikon                    | text                     | YES         | '🏷️'::text
 tenant_department            |   6 | template_json           | jsonb                    | NO          | '{"scope": {"level": "kendi", "regions": [], "segments": []}, "capabilities": []}'::jsonb
 tenant_department            |   7 | aktif                   | boolean                  | NO          | true
 tenant_department            |   8 | created_at              | timestamp with time zone | NO          | now()
 tenant_department_membership |   1 | id                      | uuid                     | NO          | gen_random_uuid()
 tenant_department_membership |   2 | tenant_id               | uuid                     | NO          | 
 tenant_department_membership |   3 | department_id           | uuid                     | NO          | 
 tenant_department_membership |   4 | user_id                 | uuid                     | NO          | 
 tenant_department_membership |   5 | created_at              | timestamp with time zone | NO          | now()
 tenant_subscriptions         |   1 | id                      | uuid                     | NO          | gen_random_uuid()
 tenant_subscriptions         |   2 | tenant_id               | uuid                     | NO          | 
 tenant_subscriptions         |   3 | module_id               | text                     | NO          | 
 tenant_subscriptions         |   4 | plan_id                 | uuid                     | NO          | 
 tenant_subscriptions         |   5 | status                  | text                     | NO          | 'active'::text
 tenant_subscriptions         |   6 | trial_ends_at           | timestamp with time zone | YES         | 
 tenant_subscriptions         |   7 | current_period_start    | timestamp with time zone | NO          | now()
 tenant_subscriptions         |   8 | current_period_end      | timestamp with time zone | YES         | 
 tenant_subscriptions         |   9 | config_json             | jsonb                    | NO          | '{}'::jsonb
 tenant_subscriptions         |  10 | created_at              | timestamp with time zone | NO          | now()
 tenant_subscriptions         |  11 | created_by              | uuid                     | YES         | 
 tenant_user_modules          |   1 | id                      | uuid                     | NO          | gen_random_uuid()
 tenant_user_modules          |   2 | tenant_id               | uuid                     | NO          | 
 tenant_user_modules          |   3 | user_id                 | uuid                     | NO          | 
 tenant_user_modules          |   4 | module_id               | text                     | NO          | 
 tenant_user_modules          |   5 | module_role             | text                     | NO          | 'viewer'::text
 tenant_user_modules          |   6 | permissions_json        | jsonb                    | NO          | '{}'::jsonb
 tenant_user_modules          |   7 | active                  | boolean                  | NO          | true
 tenant_user_modules          |   8 | granted_by              | uuid                     | YES         | 
 tenant_user_modules          |   9 | created_at              | timestamp with time zone | NO          | now()
 tenant_user_modules          |  10 | updated_at              | timestamp with time zone | NO          | now()
 tenant_users                 |   1 | id                      | uuid                     | NO          | gen_random_uuid()
 tenant_users                 |   2 | tenant_id               | uuid                     | NO          | 
 tenant_users                 |   3 | user_id                 | uuid                     | NO          | 
 tenant_users                 |   4 | tenant_role             | text                     | NO          | 'member'::text
 tenant_users                 |   5 | active                  | boolean                  | NO          | true
 tenant_users                 |   6 | invited_by              | uuid                     | YES         | 
 tenant_users                 |   7 | created_at              | timestamp with time zone | NO          | now()
 tenant_yetki_log             |   1 | id                      | uuid                     | NO          | gen_random_uuid()
 tenant_yetki_log             |   2 | tenant_id               | uuid                     | NO          | 
 tenant_yetki_log             |   3 | actor_id                | uuid                     | YES         | 
 tenant_yetki_log             |   4 | target_user_id          | uuid                     | YES         | 
 tenant_yetki_log             |   5 | department_id           | uuid                     | YES         | 
 tenant_yetki_log             |   6 | eylem                   | text                     | NO          | 
 tenant_yetki_log             |   7 | detay                   | jsonb                    | YES         | '{}'::jsonb
 tenant_yetki_log             |   8 | ts                      | timestamp with time zone | YES         | now()
 user_invitations             |   1 | id                      | uuid                     | NO          | gen_random_uuid()
 user_invitations             |   2 | tenant_id               | uuid                     | NO          | 
 user_invitations             |   3 | invited_email           | text                     | NO          | 
 user_invitations             |   4 | invited_by              | uuid                     | NO          | 
 user_invitations             |   5 | token_hash              | text                     | NO          | 
 user_invitations             |   6 | module_id               | text                     | YES         | 
 user_invitations             |   7 | module_role             | text                     | NO          | 'viewer'::text
 user_invitations             |   8 | permissions_json        | jsonb                    | NO          | '{}'::jsonb
 user_invitations             |   9 | status                  | text                     | NO          | 'pending'::text
 user_invitations             |  10 | accepted_by_user_id     | uuid                     | YES         | 
 user_invitations             |  11 | expires_at              | timestamp with time zone | NO          | (now() + '7 days'::interval)
 user_invitations             |  12 | created_at              | timestamp with time zone | NO          | now()
 user_invitations             |  13 | modules_json            | jsonb                    | YES         | 
 users                        |   1 | id                      | uuid                     | NO          | gen_random_uuid()
 users                        |   2 | email                   | USER-DEFINED             | NO          | 
 users                        |   3 | full_name               | text                     | YES         | 
 users                        |   4 | auth_provider           | text                     | NO          | 'local'::text
 users                        |   5 | status                  | text                     | NO          | 'active'::text
 users                        |   6 | created_at              | timestamp with time zone | NO          | now()
 users                        |   7 | updated_at              | timestamp with time zone | NO          | now()
 users                        |   8 | password_hash           | text                     | YES         | 
 users                        |   9 | password_reset_required | boolean                  | NO          | false
 users                        |  10 | credentials_sent_at     | timestamp with time zone | YES         | 
 users                        |  11 | role                    | text                     | NO          | 'participant'::text
 users                        |  12 | name                    | text                     | YES         | 
 users                        |  13 | last_login_at           | timestamp with time zone | YES         | 
 users                        |  14 | telefon                 | text                     | YES         | 
 users                        |  15 | totp_secret             | text                     | YES         | 
 users                        |  16 | totp_enabled            | boolean                  | NO          | false


################ SECTION C — NOT NULL, DEFAULTSIZ kolonlar (seed zorunlu alanlari) ################
          table_name          |  column_name  |  data_type   
------------------------------+---------------+--------------
 bi_marj_atom                 | ay            | date
 bi_marj_atom                 | kalem_kodu    | text
 bi_marj_atom                 | tenant_id     | uuid
 bi_metrik_gecmis             | deger         | numeric
 bi_metrik_gecmis             | donem         | date
 bi_metrik_gecmis             | metrik        | text
 bi_metrik_gecmis             | periyot       | text
 bi_metrik_gecmis             | tenant_id     | uuid
 bi_musteri_risk              | muhatap_kodu  | text
 bi_musteri_risk              | tenant_id     | uuid
 bi_satis_faturalari          | fatura_no     | text
 bi_satis_faturalari          | fatura_tarihi | date
 bi_satis_faturalari          | tenant_id     | text
 bi_tahsilat                  | tenant_id     | uuid
 bi_tedarikci_faturalari      | tenant_id     | uuid
 platform_feedback            | message       | text
 platform_feedback            | user_email    | text
 platform_feedback            | user_id       | uuid
 platform_glossary            | category      | text
 platform_glossary            | definition    | text
 platform_glossary            | key           | text
 platform_glossary            | term          | text
 platform_modules             | id            | text
 platform_modules             | name          | text
 platform_tenants             | name          | text
 platform_tenants             | slug          | text
 rep_kimlik_koprusu           | sap_temsilci  | text
 rep_kimlik_koprusu           | tenant_id     | uuid
 saha_musteri                 | firma         | text
 saha_musteri                 | tenant_id     | uuid
 saha_musteri                 | tip           | text
 saha_rep_not                 | icerik        | text
 saha_rep_not                 | rep_id        | uuid
 saha_rep_not                 | tenant_id     | uuid
 saha_ziyaret                 | musteri_id    | uuid
 saha_ziyaret                 | tenant_id     | uuid
 saha_ziyaret                 | tip           | text
 sap_musteri_sahiplik         | musteri_kodu  | text
 sap_musteri_sahiplik         | tenant_id     | uuid
 tenant_department            | ad            | text
 tenant_department            | key           | text
 tenant_department            | tenant_id     | uuid
 tenant_department_membership | department_id | uuid
 tenant_department_membership | tenant_id     | uuid
 tenant_department_membership | user_id       | uuid
 tenant_subscriptions         | module_id     | text
 tenant_subscriptions         | plan_id       | uuid
 tenant_subscriptions         | tenant_id     | uuid
 tenant_user_modules          | module_id     | text
 tenant_user_modules          | tenant_id     | uuid
 tenant_user_modules          | user_id       | uuid
 tenant_users                 | tenant_id     | uuid
 tenant_users                 | user_id       | uuid
 tenant_yetki_log             | eylem         | text
 tenant_yetki_log             | tenant_id     | uuid
 user_invitations             | invited_by    | uuid
 user_invitations             | invited_email | text
 user_invitations             | tenant_id     | uuid
 user_invitations             | token_hash    | text
 users                        | email         | USER-DEFINED


################ SECTION D — MEVCUT TENANTLAR ################
                  id                  |         name         | slug |    timezone     | currency | has_alias | has_profile |                                config_preview                                 
--------------------------------------+----------------------+------+-----------------+----------+-----------+-------------+-------------------------------------------------------------------------------
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | Kardeşler Rot Balans | krb  | Europe/Istanbul | TRY      | t         | f           | {"alias": "KRB", "sap_version": "B1_HANA_10_SP2402", "cost_of_capital": 0.40}


################ SECTION E — ABONELIK / PLAN / MODUL tablolari (spekulatif, yoksa hata verip devam) ################
# --- platform_subscriptions
ERROR:  relation "platform_subscriptions" does not exist
LINE 1: SELECT * FROM platform_subscriptions LIMIT 30;
                      ^
# --- platform_plans
ERROR:  relation "platform_plans" does not exist
LINE 1: SELECT * FROM platform_plans LIMIT 30;
                      ^
# --- platform_modules
      id      |        name         |                 description                 | version | active |          created_at           
--------------+---------------------+---------------------------------------------+---------+--------+-------------------------------
 assessment   | Derive Assessment   | Digital transformation assessment framework | 1.0     | t      | 2026-06-12 03:29:32.476528+00
 intelligence | Derive Intelligence | AI-powered Virtual Management Office        | 1.0     | t      | 2026-06-12 03:29:32.476528+00
 saha         | KRB Saha            | Saha ziyaretleri ve iskonto onay yönetimi   | 1.0     | t      | 2026-07-04 01:56:11.700891+00

# --- tenant_subscriptions
                  id                  |              tenant_id               |  module_id   |               plan_id                | status | trial_ends_at |     current_period_start      |      current_period_end       | config_json |          created_at           | created_by 
--------------------------------------+--------------------------------------+--------------+--------------------------------------+--------+---------------+-------------------------------+-------------------------------+-------------+-------------------------------+------------
 fc2e9113-8de0-4183-9619-a10e76490b99 | f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | intelligence | 30acd5f2-2e65-4942-8a4a-deffc44b52dc | active |               | 2026-06-12 03:29:32.908863+00 | 2027-06-12 03:29:32.908863+00 | {}          | 2026-06-12 03:29:32.908863+00 | 
 88da22c6-dc66-4413-bf3d-b84c06cbe27e | f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | saha         | 7ef953ab-8a39-4070-b0d3-dff2e07a2d27 | active |               | 2026-07-04 01:56:11.706627+00 |                               | {}          | 2026-07-04 01:56:11.706627+00 | 

# --- subscriptions
# --- plans
ERROR:  relation "subscriptions" does not exist
LINE 1: SELECT * FROM subscriptions LIMIT 30;
                      ^
ERROR:  relation "plans" does not exist
LINE 1: SELECT * FROM plans LIMIT 30;
                      ^
# --- modules
# --- distinct module_id gorunen yerler
ERROR:  relation "modules" does not exist
LINE 1: SELECT * FROM modules LIMIT 30;
                      ^
  module_id   
--------------
 intelligence
 saha


################ SECTION F — KRB kullanici/rol kablolamasi (demo admin sablonu) ################
              tenant_id               |               user_id                | tenant_role  |             email              
--------------------------------------+--------------------------------------+--------------+--------------------------------
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 44ec101f-9797-407c-8a29-1d0bb1317339 | member       | uyildiz@krb.com.tr
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | d4149f8e-fc1a-4ad6-aa24-1596c7236fdb | member       | aatay@krb.com.tr
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 399df061-ee02-493b-9d1e-789d1003d40e | member       | kayaz@krb.com.tr
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 5421b8b6-8292-47e8-b52a-94e3afed8f67 | member       | myener@krb.com.tr
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 80fff50c-ffc7-4623-a382-a814263609c4 | member       | hbilgi@krb.com.tr
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 6e1275a3-4f83-4606-a390-66c4ae99a7eb | member       | fatih@roomsium.com
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | ae0c55f9-68cc-421d-96d9-409222452f1a | member       | eyildiz@krb.com.tr
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | bd1787e9-2eb8-415b-9423-af3766f0fab4 | member       | akarakaya@krb.com.tr
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | ab23df67-75c8-40ff-bac9-2de66c6a76b6 | member       | kpicakci@krb.com.tr
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 0c5e2e6e-64a8-4c9b-9c45-81060ce6b042 | member       | oyilmaz@krb.com.tr
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 79d8adeb-c58f-4564-b625-a023e141e14b | member       | ybilen@krb.com.tr
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 0e666965-711f-4ca8-9428-9de6e1328406 | tenant_admin | test.platform@deriveglobal.com
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 08c5ed19-7e4f-41d2-8502-9dd01777906d | tenant_admin | fbilen@krb.com.tr
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | d28b7879-b34f-4de5-bd44-25e64e2ca734 | tenant_admin | yonetim@krb.com.tr

# --- tenant_user_modules (KRB) ornek
              tenant_id               |               user_id                |  module_id   | module_role |                                                                                                                                                                                                                                                                                                                                                                                  permissions_json                                                                                                                                                                                                                                                                                                                                                                                   
--------------------------------------+--------------------------------------+--------------+-------------+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 5421b8b6-8292-47e8-b52a-94e3afed8f67 | intelligence | viewer      | {"departments": ["rakip"]}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 0e666965-711f-4ca8-9428-9de6e1328406 | intelligence | admin       | {"departments": ["sales", "pricing", "warehouse", "it", "orders", "rakip", "brand-analysis", "price-list"]}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 44ec101f-9797-407c-8a29-1d0bb1317339 | intelligence | viewer      | {"departments": ["rakip"]}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 79d8adeb-c58f-4564-b625-a023e141e14b | saha         | rep         | {"scope": {"level": "kendi", "regions": [], "segments": []}, "saha_tip": "TICARI", "departments": ["ozet", "ciro", "risk", "etki", "portfoy", "rotam", "kapsam", "ziyaretanaliz", "pipeline", "pazar", "bugun", "ziyaretler", "plan", "musteriler", "musterikart", "teklif", "notlarim", "rep-brain", "harita", "piyasa", "rakip", "oneriler", "rapor", "yon-portfoy", "duyurular", "mesajlar"], "personal_deny": [], "personal_grant": []}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | d28b7879-b34f-4de5-bd44-25e64e2ca734 | saha         | admin       | {"scope": {"level": "tumu", "regions": [], "segments": []}, "departments": ["ozet", "ciro", "risk", "etki", "portfoy", "rotam", "kapsam", "ziyaretanaliz", "pipeline", "pazar", "bugun", "ziyaretler", "plan", "musteriler", "musterikart", "teklif", "notlarim", "rep-brain", "harita", "piyasa", "rakip", "oneriler", "rapor", "kokpit", "ceo", "yon-portfoy", "duyurular", "mesajlar", "temsilciler", "sistem"], "personal_deny": [], "personal_grant": []}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | 79d8adeb-c58f-4564-b625-a023e141e14b | intelligence | viewer      | {"departments": ["rakip"]}
 f8a5d20f-ecf8-4ce2-a492-69268fbb03fa | bd1787e9-2eb8-415b-9423-af3766f0fab4 | intelligence | viewer      | {"departments": ["rakip"]}
